as,org_name,country,category,sub_category
28553,"Mabe, S.A. de C.V.",MX,"Retail Stores, Wholesale, and E-commerce Sites",Household Appliances and Electronics
28554,Cablemas Telecomunicaciones SA de CV,MX,Computer and Information Technology,Internet Service Provider (ISP)
28555,Cablemas Telecomunicaciones SA de CV,MX,Computer and Information Technology,Internet Service Provider (ISP)
28556,Cablemas Telecomunicaciones SA de CV,MX,Computer and Information Technology,Internet Service Provider (ISP)
28557,Cablemas Telecomunicaciones SA de CV,MX,Computer and Information Technology,Internet Service Provider (ISP)
28558,Cablemas Telecomunicaciones SA de CV,MX,Computer and Information Technology,Internet Service Provider (ISP)
28559,Universidad Autonoma de Coahuila,MX,Education and Research,"Colleges, Universities, and Professional Schools"
28560,"Arnecom, S.A. de C.V.",MX,Manufacturing,Clothing and Textiles
28561,"Micronet de Mexico, S.A. de C.V.",MX,Computer and Information Technology,
28563,Instituto Nacional de Salud Pública,MX,Education and Research,Research and Development Organizations
28564,Network Information Center México,MX,,
28566,"Autotransportes Herradura de Plata, S.A. de C.V.",MX,"Freight, Shipment, and Postal Services","Passenger Transit (Car, Bus, Taxi, Subway)"
28567,"Operadora de Rastreos UDA, S.A. de C.V.",MX,Construction and Real Estate,Other
28569,"Corporacion Universitaria para el Desarrollo de Internet, A.C.",MX,Education and Research,
28570,"Ryder Capital, S. de R.L. de C.V.",MX,Travel and Accommodation,
28571,UNIVERSIDADE DE SAO PAULO,BR,Education and Research,"Colleges, Universities, and Professional Schools"
28572,Apoiocom Digital Ltda - EPP,BR,Computer and Information Technology,Internet Service Provider (ISP)
28573,Claro NXT Telecomunicacoes Ltda,BR,Computer and Information Technology,Internet Service Provider (ISP)
28574,CEPEL - CENTRO PESQUISAS DE ENERGIA ELETRICA,BR,Education and Research,Research and Development Organizations
28575,Baxglobal do Brasil Ltda,BR,"Freight, Shipment, and Postal Services",Other
28576,ITIBR - Instituto de Tecnologia Informacao Brasil,BR,Computer and Information Technology,Internet Service Provider (ISP)
28577,AZEVEDO E FLORIANI TELECOMUNICAÇÕES LTDA.,BR,Computer and Information Technology,Internet Service Provider (ISP)
28579,Fundacao InoversaSul,BR,Education and Research,"Colleges, Universities, and Professional Schools"
28580,Cilnet Comunicação e Informática S.A.,BR,Computer and Information Technology,Internet Service Provider (ISP)
28581,Banco Santander (Brasil) S.A.,BR,Finance and Insurance,
28582,COMPULAND INFORMATICA LTDA. M.E.,BR,Computer and Information Technology,Internet Service Provider (ISP)
28583,RuralWeb Telecomunicações Ltda,BR,Computer and Information Technology,Internet Service Provider (ISP)
28584,Defferrari Solucoes em Internet Ltda,BR,Computer and Information Technology,Hosting and Cloud Provider
28585,NLINK Comércio e Serviços Ltda,BR,Computer and Information Technology,
28586,BANCO BRADESCO SA,BR,Finance and Insurance,
28587,RadNet Telecom,BR,Computer and Information Technology,Internet Service Provider (ISP)
28588,LEVEL UP! INTERACTIVE LTDA,BR,"Retail Stores, Wholesale, and E-commerce Sites",Other
28589,Convex Internet Solutions,BR,Computer and Information Technology,Internet Service Provider (ISP)
28590,Directnet Prestacao de Servicos Ltda.,BR,Computer and Information Technology,Internet Service Provider (ISP)
28591,METRO TELECOMUNICAÇÕES S/A,BR,Computer and Information Technology,Internet Service Provider (ISP)
28592,DOMUS TELECOM,BR,Computer and Information Technology,Hosting and Cloud Provider
28593,Hisecur Security Solution Ltda,BR,Computer and Information Technology,
28594,All Net Informatica Ltda,BR,Computer and Information Technology,Internet Service Provider (ISP)
28595,GetNet Adquirência e Serviços para Meios de Pagame,BR,Finance and Insurance,"Investment, Portfolio Management, Pensions and Funds"
28596,"B3 S.A. Brasil, Bolsa, Balcão",BR,Finance and Insurance,"Investment, Portfolio Management, Pensions and Funds"
28597,SERASA S.A,BR,Service,"Law, Business, and Consulting Services"
28598,MOB SERVICOS DE TELECOMUNICACOES S.A.,BR,Computer and Information Technology,Internet Service Provider (ISP)
28599,Italnet Telecomunicações Ltda,BR,Computer and Information Technology,Internet Service Provider (ISP)
28601,UNIVERSIDADE DO ESTADO DE SANTA CATARINA,BR,Education and Research,"Colleges, Universities, and Professional Schools"
28602,CENTRO DE PROC. DE DADOS DO ESTADO DE MATO GROSSO,BR,Computer and Information Technology,Software Development
28603,STIHL Ferramentas Motorizadas LTDA,BR,Manufacturing,Machinery
28604,Globo Comunicação e Participaçoes SA,BR,"Media, Publishing, and Broadcasting",Radio and Television Providers
28605,Defferrari Informatica Ltda.,BR,Computer and Information Technology,Internet Service Provider (ISP)
28606,FSOnline Internet,BR,Computer and Information Technology,Internet Service Provider (ISP)
28608,ERICSSON TELECOMUNICACOES S.A.,BR,Computer and Information Technology,Phone Provider
28609,Instituto Nupef,BR,Community Groups and Nonprofits,"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)"
28610,DEBIAN SIGNAL COMUNICAÇÃO MULTIMIDIA LTDA ME,BR,Computer and Information Technology,Internet Service Provider (ISP)
28613,HUGHES TELECOMUNICACOES DO BRASIL LTDA.,BR,Computer and Information Technology,Internet Service Provider (ISP)
28614,Fundacao Universidade Regional de Blumenau,BR,Education and Research,"Colleges, Universities, and Professional Schools"
28615,Televisao Cidade S/A,BR,Computer and Information Technology,Internet Service Provider (ISP)
28616,Emp. de Informatica e Informaçao do Mun. BH/SA,BR,Finance and Insurance,"Banks, Credit Card Companies, Mortgage Providers"
28618,Linktel Telecom do Brasil Ltda,BR,Computer and Information Technology,Internet Service Provider (ISP)
28619,TAM Linhas Aereas S/A,BR,"Freight, Shipment, and Postal Services",Air Transportation
28620,WI - Provedor de Telecomunicações Ltda.,BR,Computer and Information Technology,Internet Service Provider (ISP)
28621,NetOeste Telecomunicações Ltda,BR,Computer and Information Technology,Internet Service Provider (ISP)
28623,PONTIFICIA UNIVERSID CATOLICA DO RIO GRANDE DO SUL,BR,Education and Research,"Colleges, Universities, and Professional Schools"
28624,PROVEDORA CMA INTERNET LTDA,BR,Computer and Information Technology,Internet Service Provider (ISP)
28626,NTT BRASIL COMERCIO E SERVIÇOS DE TECNOLOGIA LTDA,BR,Computer and Information Technology,Phone Provider
28627,EMBRAER - Empresa Brasileira de Aeronáutica SA,BR,Manufacturing,
28628,ERICSSON TELECOMUNICACOES S.A.,BR,Computer and Information Technology,Phone Provider
28629,SENADO FEDERAL,BR,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
28630,Ascenty Data Centers e Telecomunicações S/A,BR,Computer and Information Technology,Internet Service Provider (ISP)
28631,Banrisul - Banco do Estado do Rio Grande do Sul,BR,Finance and Insurance,"Banks, Credit Card Companies, Mortgage Providers"
28633,Produtos Roche Quimicos e Farmaceuticos S/A,BR,Computer and Information Technology,Software Development
28634,Life Tecnologia Ltda.,BR,Computer and Information Technology,Internet Service Provider (ISP)
28635,Titania Telecom,BR,Computer and Information Technology,Internet Service Provider (ISP)
28636,CDI TELECOM,BR,Computer and Information Technology,Internet Service Provider (ISP)
28637,Cia Proc. de Dados do Estado de S Paulo - Prodesp,BR,Computer and Information Technology,Internet Service Provider (ISP)
28638,CENTRO OESTE TELECOM,BR,Computer and Information Technology,Internet Service Provider (ISP)
28639,LocalNet Network,BR,Computer and Information Technology,Internet Service Provider (ISP)
28640,VIPWay Telecomunicações Ltda,BR,Computer and Information Technology,Internet Service Provider (ISP)
28641,EBF VAZ INDUSTRIA E COMERCIO LTDA,BR,Computer and Information Technology,Hosting and Cloud Provider
28642,Contato Internet EIRELI,BR,Computer and Information Technology,Internet Service Provider (ISP)
28644,Brasilsite Telecomunicações Ltda.,BR,Computer and Information Technology,Internet Service Provider (ISP)
28645,Itapecerica On-Line Telecomunicacoes e Informatica,BR,Computer and Information Technology,Internet Service Provider (ISP)
28646,Confederação Int. das Coop. Ligadas ao SICREDI,BR,Computer and Information Technology,Hosting and Cloud Provider
28647,CABONNET INTERNET LTDA,BR,Computer and Information Technology,Hosting and Cloud Provider
28649,Desktop Sigmanet Comunicação Multimídia SA,BR,Computer and Information Technology,Internet Service Provider (ISP)
28650,Lojas Simonetti Ltda,BR,"Retail Stores, Wholesale, and E-commerce Sites",Other
28652,Telecomunicações Nordeste Ltda.,BR,Computer and Information Technology,Internet Service Provider (ISP)
28653,WNET INTERNET LTDA.,BR,Computer and Information Technology,Internet Service Provider (ISP)
28654,Axtelecom Ltda,BR,Computer and Information Technology,Internet Service Provider (ISP)
28656,BTT TELECOMUNICACOES S.A.,BR,Computer and Information Technology,Internet Service Provider (ISP)
28657,MD Brasil - Tecnologia da Informação Ltda,BR,Computer and Information Technology,Internet Service Provider (ISP)
28658,Gigalink de Nova Friburgo Soluções em Rede Multimi,BR,Computer and Information Technology,Internet Service Provider (ISP)
28660,OPEN SYSTEM LTDA,BR,Computer and Information Technology,Hosting and Cloud Provider
28661,HOTLINK INTERNET LTDA,BR,Computer and Information Technology,Internet Service Provider (ISP)
28662,Sascar Tecnologia e Segurança Automotiva S/A,BR,Service,"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)"
28663,FLYS INTERATIVA LTDA,BR,Computer and Information Technology,Internet Service Provider (ISP)
28664,T-LESTE TELECOMUNICACOES LESTE DE SAO PAULO LTDA,BR,Computer and Information Technology,Internet Service Provider (ISP)
28665,Predlink Rede de Telecomunicções Ltda,BR,Computer and Information Technology,Internet Service Provider (ISP)
28666,HOSTLOCATION LTDA,BR,Computer and Information Technology,Hosting and Cloud Provider
28667,NETWORK TELECOMUNICACOES S.A.,BR,Computer and Information Technology,Internet Service Provider (ISP)
28668,Silva & Silveira Provedor de Internet Ltda,BR,Computer and Information Technology,Internet Service Provider (ISP)
28669,America-NET Ltda.,BR,Computer and Information Technology,
28670,CST SERVIÇOS DE INFORMÁTICA E CALL CENTER LTDA.,BR,Computer and Information Technology,Internet Service Provider (ISP)
28672,"BANCO BIC PORTUGUES, SA",PT,Finance and Insurance,"Banks, Credit Card Companies, Mortgage Providers"
28673,Six Degrees Technology Group Limited,GB,Computer and Information Technology,Other
28674,ITERGO Informationstechnologie GmbH,DE,Computer and Information Technology,
28675,AGSM AIM Smart Solutions SRL,IT,Utilities (Excluding Internet Service),"Electric Power Generation, Transmission, Distribution"
28676,WITCOM Wiesbadener Informations- und Telekommunikations GmbH,DE,Computer and Information Technology,
28678,Technical University of Koszalin,PL,Education and Research,"Colleges, Universities, and Professional Schools"
28680,IKEA IT AB,SE,Manufacturing,Electronics and Computer Components
28681,KhmelnitskInfocom LTD,UA,Manufacturing,Machinery
28682,"Posta Slovenije, d.o.o.",SI,Computer and Information Technology,
28683,SOCIETE BENINOISE D'INFRASTRUCTURES NUMERIQUES,BJ,Computer and Information Technology,Internet Service Provider (ISP)
28684,Conect Intercom SRL,RO,Computer and Information Technology,Internet Service Provider (ISP)
28685,Routit BV,NL,Computer and Information Technology,Internet Service Provider (ISP)
28686,Aveniq Avectris AG,CH,Computer and Information Technology,
28688,"WPP Group USA, Inc.",US,Computer and Information Technology,
28689,ENERGA Informatyka i Technologia Sp. z o.o,PL,Computer and Information Technology,Software Development
28690,Barclays Bank PLC,GB,Finance and Insurance,"Banks, Credit Card Companies, Mortgage Providers"
28691,Auction LLC,RU,Service,"Law, Business, and Consulting Services"
28693,KHS GmbH,DE,Manufacturing,Machinery
28694,ISD - Internet Systems GmbH Dresden,DE,Computer and Information Technology,
28695,Auto Trader Limited,GB,"Retail Stores, Wholesale, and E-commerce Sites",Motor Vehicles and Parts
28698,MTN SA,ZA,Computer and Information Technology,Internet Service Provider (ISP)
28699,"SIA ""BITE Latvija""",LV,Computer and Information Technology,Internet Service Provider (ISP)
28701,vertical IT-Service GmbH,DE,Service,"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)"
28703,"PJSC ""Vimpelcom""",RU,Computer and Information Technology,Internet Service Provider (ISP)
28704,Proximus NV,BE,Computer and Information Technology,Internet Service Provider (ISP)
28705,Cybase Limited,GB,Computer and Information Technology,
28707,Destiny N.V,BE,Computer and Information Technology,Hosting and Cloud Provider
28708,Orange S.A.,FR,Computer and Information Technology,
28709,VKontakte Ltd,RU,Computer and Information Technology,Software Development
28711,SIA Rigas Tikli Majai,LV,"Media, Publishing, and Broadcasting",Radio and Television Providers
28712,PJSC ROSBANK,RU,Finance and Insurance,
28714,Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,DE,Education and Research,
28715,Brass Horn Communications,GB,Community Groups and Nonprofits,"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)"
28716,Retelit Digital Services S.p.A.,IT,Computer and Information Technology,Internet Service Provider (ISP)
28717,GlobalConnect A/S,DK,Computer and Information Technology,Internet Service Provider (ISP)
28719,PJSC Rostelecom,RU,Computer and Information Technology,
28721,Allnet Cloud Srl,RO,Computer and Information Technology,Internet Service Provider (ISP)
28723,Nokia Oyj,FI,Computer and Information Technology,Internet Service Provider (ISP)
28724,"LLC ""SOFTLINE-IT""",UA,Computer and Information Technology,
28725,CETIN a.s.,CZ,Computer and Information Technology,Internet Service Provider (ISP)
28726,Tietoevry Tech Services AB,SE,Computer and Information Technology,
28727,Autoritatea Nationala pentru Administrare si Reglementare in Comunicatii,RO,Other,
28728,Infornax Information Technology Zrt.,HU,Computer and Information Technology,
28729,Ford Motor Company Limited,GB,"Retail Stores, Wholesale, and E-commerce Sites",Motor Vehicles and Parts
28730,Broadband Communications LPS,JO,Computer and Information Technology,Internet Service Provider (ISP)
28731,Intrabit GmbH,DE,"Retail Stores, Wholesale, and E-commerce Sites",Other
28732,Anixe Polska Sp. z o.o.,PL,Computer and Information Technology,Software Development
28734,Aton LLC,RU,Finance and Insurance,"Investment, Portfolio Management, Pensions and Funds"
28736,OOO Telecom-net,RU,Construction and Real Estate,"Civil Engineering Construction (Utility Lines, Roads and Bridges)"
28737,Netland ODO,BY,Computer and Information Technology,
